rpm,recovered_rpm,gamma_deg,phi_deg,d_mm,severity,valid,shard_file,row_in_shard,record_index,scene_index,speed_ripple_pct,speed_wander_pct
2384.29499788509,2384.29499788509,0.0,45.0,1.0,high,1,train_waveforms_0040.npy,23,41401,2070,0.5377536134548018,0.577581417921408
810.8800298862105,810.8800298862104,0.0,135.0,5.0,severe,1,train_waveforms_0011.npy,50,11530,576,2.8605918038689366,1.8248490321844764
1593.2985018547108,1593.2985018547108,35.0,90.0,10.0,high,1,train_waveforms_0041.npy,246,43383,2169,0.9062728998900672,0.8005921453419838
2924.761897967577,2924.761897967577,20.0,0.0,0.0,medium,1,train_waveforms_0001.npy,87,1423,71,0.4931268423945379,0.1549418879406273
1256.7643730378038,1256.7643730378038,0.0,30.0,2.5,high,1,train_waveforms_0029.npy,235,30994,1549,1.0965585987211233,0.2508632244582703
1934.9996753318585,1934.9996753318585,45.0,45.0,1.0,medium,1,train_waveforms_0015.npy,219,16549,827,0.3811310689311911,0.2534059116837356
1540.7285246333308,1540.7285246333308,45.0,0.0,0.0,low,1,train_waveforms_0043.npy,36,44716,2235,0.0274165459700663,0.0364039762066267
1656.1848470537286,1656.1848470537286,35.0,135.0,2.5,medium,1,train_waveforms_0020.npy,215,21712,1085,0.4154569757820702,0.2566699983727183
441.0339289965962,441.0339289965962,20.0,45.0,5.0,severe,1,train_waveforms_0001.npy,219,2007,100,2.653521786046612,2.4450968777632887
874.3696321621168,874.369632162117,0.0,90.0,10.0,severe,1,train_waveforms_0023.npy,204,24718,1235,4.341715957227582,1.9712430503451377
1214.169911774744,1214.1699117747442,0.0,90.0,5.0,low,1,train_waveforms_0032.npy,79,33404,1670,0.0932834247141961,0.0498841123367424
1842.594208368167,1842.594208368167,60.0,0.0,1.0,high,1,train_waveforms_0021.npy,233,22760,1138,1.0371594180707813,0.4821238736894955
1400.997560542149,1400.997560542149,0.0,90.0,10.0,low,1,train_waveforms_0011.npy,193,12118,605,0.0423655633156236,0.0303429360152077
2440.3288698220404,2440.3288698220404,35.0,90.0,10.0,low,1,train_waveforms_0016.npy,16,16792,839,0.0416246845843907,0.0560026346800834
2516.9903690925207,2516.9903690925207,35.0,135.0,2.5,severe,1,train_waveforms_0014.npy,40,14705,735,3.1417703049078707,1.2302729974118694
1524.4845719997788,1524.4845719997788,60.0,135.0,2.5,medium,1,train_waveforms_0015.npy,166,16324,816,0.5416222142891234,0.2254976213384333
1474.2431772497685,1474.2431772497685,0.0,30.0,1.0,medium,1,train_waveforms_0047.npy,148,49588,2479,0.1557397035211502,0.1564928470197891
1984.044364178912,1984.044364178912,60.0,90.0,10.0,medium,1,train_waveforms_0007.npy,241,8239,411,0.5070325413720751,0.2426779089577455
985.0694349519893,985.0694349519894,0.0,30.0,10.0,medium,1,train_waveforms_0046.npy,190,48651,2432,0.1192520306765476,0.1974446973179374
784.4704626225064,784.4704626225064,35.0,90.0,1.0,medium,1,train_waveforms_0030.npy,62,31332,1566,0.5766599234633268,0.2672710710253732
1857.3350726896188,1857.3350726896192,20.0,90.0,5.0,medium,1,train_waveforms_0040.npy,195,42241,2112,0.4443079363809751,0.0721774382092483
1367.1464982884,1367.1464982884,20.0,45.0,2.5,medium,1,train_waveforms_0042.npy,101,43919,2195,0.5434669047180567,0.0925675773560396
1145.4222827965375,1145.4222827965375,0.0,90.0,5.0,medium,1,train_waveforms_0028.npy,45,29206,1460,0.3363503666938131,0.2435753802728675
684.4416413463135,684.4416413463136,0.0,90.0,10.0,high,1,train_waveforms_0019.npy,157,20517,1025,0.881603037732901,0.3210980576594645
1957.391952446596,1957.391952446596,45.0,30.0,1.0,low,1,train_waveforms_0028.npy,59,29253,1462,0.0479800562298436,0.0212824825292571
1970.91032656224,1970.9103265622405,60.0,45.0,2.5,low,1,train_waveforms_0009.npy,237,10198,509,0.058760179023375,0.0608373732408754
2116.15933398948,2116.15933398948,45.0,135.0,2.5,clean,1,train_waveforms_0013.npy,186,14204,710,0.0,0.0
2333.9268157074403,2333.9268157074403,35.0,90.0,1.0,severe,1,train_waveforms_0042.npy,103,43931,2196,3.187171095401815,0.7368745256505119
2089.563384770038,2089.563384770038,20.0,135.0,5.0,severe,1,train_waveforms_0023.npy,9,23921,1196,3.9025607565816,1.596647499141799
2882.0472128361257,2882.0472128361257,20.0,45.0,5.0,high,1,train_waveforms_0037.npy,9,38403,1920,1.629589650550746,0.4311567081025796
2248.7177830064275,2248.7177830064275,60.0,0.0,5.0,medium,1,train_waveforms_0018.npy,170,19526,976,0.5099101400399418,0.2644819474915235
450.27927347444,450.27927347444,45.0,45.0,1.0,medium,1,train_waveforms_0001.npy,10,1141,57,0.3130500087069573,0.288112301298174
943.0292630628312,943.0292630628312,35.0,90.0,2.5,clean,1,train_waveforms_0018.npy,88,19215,960,0.0,0.0
1655.5450159583384,1655.5450159583384,20.0,0.0,0.0,high,1,train_waveforms_0002.npy,165,2838,141,0.5258048854281303,0.6558599940815915
535.4276999293329,535.4276999293329,0.0,90.0,2.5,high,1,train_waveforms_0019.npy,207,20688,1034,1.625984116371351,0.5169748356184853
461.57293637301046,461.57293637301046,60.0,30.0,1.0,severe,1,train_waveforms_0034.npy,223,36110,1805,1.3574004464110825,1.5855689219126334
1312.3010926039592,1312.3010926039592,35.0,0.0,10.0,medium,1,train_waveforms_0001.npy,152,1673,83,0.5129875456892532,0.2410943444680679
922.4071907076856,922.4071907076852,0.0,0.0,0.0,high,1,train_waveforms_0024.npy,89,25213,1260,1.5857989834664226,0.6295801458737346
1377.0007778001648,1377.0007778001648,35.0,0.0,5.0,low,1,train_waveforms_0008.npy,217,9135,456,0.0721198880373034,0.057905865335457
1250.398884538327,1250.398884538327,60.0,30.0,2.5,clean,1,train_waveforms_0008.npy,243,9229,461,0.0,0.0
1743.4546028135642,1743.4546028135642,45.0,45.0,10.0,medium,1,train_waveforms_0009.npy,162,9888,494,0.5531576515546631,0.2838488320551172
1874.550677652228,1874.550677652228,45.0,45.0,10.0,medium,1,train_waveforms_0005.npy,133,5698,284,0.3836583224267451,0.228103639522314
1121.5709227089635,1121.5709227089635,60.0,135.0,2.5,medium,1,train_waveforms_0047.npy,232,49931,2496,0.5087145288019295,0.2295464622621694
2690.59820075773,2690.598200757729,20.0,0.0,1.0,medium,1,train_waveforms_0028.npy,110,29446,1472,0.4650422147240718,0.2764390497802075
1742.4985306222031,1742.498530622203,45.0,135.0,10.0,high,1,train_waveforms_0020.npy,69,21152,1057,1.7778319450029514,0.7808892654309887
2309.9969836664213,2309.9969836664213,0.0,90.0,5.0,high,1,train_waveforms_0028.npy,48,29215,1460,1.1547864425341785,0.5382527857574544
848.1722318027485,848.1722318027487,35.0,0.0,10.0,high,1,train_waveforms_0031.npy,84,32469,1623,1.689088605477869,0.3350104897207931
1497.1158533181783,1497.1158533181783,35.0,90.0,10.0,clean,1,train_waveforms_0024.npy,82,25184,1259,0.0,0.0
742.98442919697,742.98442919697,35.0,90.0,10.0,medium,1,train_waveforms_0027.npy,3,27998,1399,0.4783178218603491,0.2616546016472653
2304.576895085256,2304.576895085256,0.0,30.0,5.0,severe,1,train_waveforms_0026.npy,118,27458,1372,4.385348541357371,1.6853315068329588
733.0134633712382,733.0134633712383,0.0,30.0,5.0,medium,1,train_waveforms_0047.npy,212,49857,2492,0.4477264299646849,0.0937723376558712
2400.228323928339,2400.22832392834,45.0,30.0,10.0,medium,1,train_waveforms_0002.npy,181,2905,145,0.1034172858610369,0.0835137289906442
2324.5993567313626,2324.5993567313626,45.0,135.0,2.5,clean,1,train_waveforms_0018.npy,244,19809,990,0.0,0.0
2733.244779969052,2733.2447799690526,45.0,0.0,5.0,severe,1,train_waveforms_0007.npy,31,7415,370,3.355339848620657,1.0087843304393953
1178.2819047892162,1178.2819047892162,20.0,45.0,5.0,clean,1,train_waveforms_0047.npy,154,49608,2480,0.0,0.0
2837.5777730893624,2837.5777730893624,35.0,90.0,1.0,severe,1,train_waveforms_0031.npy,154,32732,1636,3.351280300243377,1.6429162568979807
717.169370503254,717.169370503254,0.0,30.0,2.5,high,1,train_waveforms_0045.npy,245,47794,2389,0.5614505456617624,0.8844483729617594
975.385029073434,975.385029073434,0.0,45.0,5.0,high,1,train_waveforms_0032.npy,13,33142,1657,0.5592470608127965,0.7094365797783058
708.3590566007734,708.3590566007734,45.0,30.0,1.0,clean,1,train_waveforms_0009.npy,106,9659,482,0.0,0.0
2276.7030248568008,2276.7030248568008,45.0,30.0,1.0,high,1,train_waveforms_0045.npy,158,47450,2372,1.5155696579024194,0.4807023656877705
626.6045115588897,626.6045115588896,35.0,135.0,2.5,medium,1,train_waveforms_0031.npy,206,32917,1645,0.4580376282606044,0.1141751768019454
1484.0028253539358,1484.0028253539356,20.0,30.0,1.0,high,1,train_waveforms_0037.npy,237,39271,1963,0.8540654634189897,0.7381075778659838
2739.6208538627648,2739.6208538627648,45.0,135.0,5.0,high,1,train_waveforms_0021.npy,49,22065,1103,0.5721905571346055,0.878554658428325
2041.6566896723275,2041.6566896723275,20.0,90.0,1.0,high,1,train_waveforms_0002.npy,103,2595,129,1.6410274844412736,0.5398410781537422
2696.6285547490875,2696.628554749088,60.0,0.0,10.0,low,1,train_waveforms_0025.npy,71,26169,1308,0.0312584506219808,0.0370164557919899
2975.112701853776,2975.1127018537763,35.0,0.0,2.5,medium,1,train_waveforms_0013.npy,227,14351,717,0.3664847625925882,0.0720165746028111
2499.99917607676,2499.99917607676,35.0,135.0,5.0,severe,1,train_waveforms_0003.npy,180,3937,196,2.6406282841832804,1.254535113083519
2048.7137109225964,2048.7137109225964,20.0,90.0,1.0,medium,1,train_waveforms_0039.npy,10,40381,2019,0.3580047665365072,0.051943148356462
567.6028991350446,567.6028991350446,20.0,90.0,1.0,high,1,train_waveforms_0045.npy,149,47389,2369,1.4309393276801168,0.6809655279521869
1993.607855573236,1993.607855573236,60.0,30.0,2.5,severe,1,train_waveforms_0008.npy,246,9237,461,3.049630814417558,0.6491597209898978
2028.441505475258,2028.4415054752585,0.0,45.0,5.0,low,1,train_waveforms_0022.npy,130,23355,1167,0.0352842761422886,0.0280572331720776
2374.871366105748,2374.871366105748,35.0,90.0,10.0,high,1,train_waveforms_0037.npy,220,39190,1959,0.8185370635321266,0.3731280829691827
877.6206402447565,877.6206402447566,60.0,45.0,10.0,severe,1,train_waveforms_0007.npy,186,7983,399,3.208885250062832,1.1194757306979497
1531.6243444248216,1531.6243444248214,45.0,135.0,5.0,medium,1,train_waveforms_0015.npy,199,16474,823,0.2307226847009867,0.0702806879322219
2023.1829097961977,2023.1829097961977,20.0,30.0,1.0,low,1,train_waveforms_0009.npy,156,9864,493,0.078110482977105,0.0706451562100869
474.9870734369638,474.9870734369638,45.0,45.0,1.0,medium,1,train_waveforms_0014.npy,146,15148,757,0.2589793090041086,0.2513580912884542
1653.977370349168,1653.9773703491678,20.0,135.0,2.5,severe,1,train_waveforms_0034.npy,16,35227,1761,2.161803522197564,2.2689640456436915
490.5871533898688,490.5871533898688,35.0,45.0,5.0,low,1,train_waveforms_0044.npy,240,46676,2333,0.1119862991074995,0.0488405068168628
1257.5374058340492,1257.5374058340494,20.0,90.0,10.0,clean,1,train_waveforms_0035.npy,121,36698,1834,0.0,0.0
1116.1840164962236,1116.1840164962236,0.0,30.0,10.0,low,1,train_waveforms_0013.npy,50,13657,682,0.0934545225655004,0.0187491244191767
1623.3213587500798,1623.3213587500798,60.0,0.0,10.0,medium,1,train_waveforms_0045.npy,99,47177,2358,0.2961221075025897,0.0634146843418288
1169.0620290355153,1169.062029035515,20.0,135.0,5.0,medium,1,train_waveforms_0017.npy,137,18334,916,0.174981011921417,0.1962890591929
675.8376824574013,675.8376824574013,0.0,135.0,5.0,high,1,train_waveforms_0012.npy,136,12925,646,0.6209886530446419,0.2383665754678041
567.7998008238717,567.7998008238718,0.0,90.0,10.0,medium,1,train_waveforms_0026.npy,132,27512,1375,0.4368274705857347,0.1977573689811483
2068.4521451422693,2068.4521451422693,45.0,135.0,2.5,medium,1,train_waveforms_0035.npy,101,36606,1830,0.3230922959093215,0.051769878697813
2682.3241406206494,2682.3241406206494,20.0,90.0,10.0,clean,1,train_waveforms_0044.npy,201,46487,2324,0.0,0.0
777.263862158563,777.263862158563,60.0,45.0,2.5,severe,1,train_waveforms_0023.npy,80,24195,1209,2.248687256739536,2.2356799368559264
1070.1948080337925,1070.1948080337925,20.0,45.0,2.5,low,1,train_waveforms_0042.npy,94,43901,2195,0.0999170645383772,0.0124568296630638
2297.0419142183646,2297.0419142183646,60.0,0.0,0.0,low,1,train_waveforms_0016.npy,88,17107,855,0.0916230324624672,0.0642271876748967
2727.4356575063,2727.4356575063,60.0,90.0,10.0,low,1,train_waveforms_0044.npy,94,46032,2301,0.0518126957743868,0.0483494591760412
1707.3347902128469,1707.3347902128469,0.0,135.0,5.0,high,1,train_waveforms_0026.npy,2,26933,1346,1.4152802449253876,0.3629790279217983
1436.0710292847366,1436.0710292847366,45.0,0.0,5.0,severe,1,train_waveforms_0031.npy,128,32616,1630,3.071095940571557,1.4117652626815933
800.7448849953219,800.7448849953219,60.0,0.0,10.0,high,1,train_waveforms_0007.npy,182,7964,398,0.4483871789469462,0.8075065338964122
756.919092940365,756.9190929403651,20.0,90.0,10.0,medium,1,train_waveforms_0035.npy,122,36699,1834,0.3414649386056713,0.0809849542352566
2878.071310268854,2878.0713102688537,20.0,45.0,2.5,severe,1,train_waveforms_0024.npy,214,25717,1285,2.9441176991122573,0.7279554163625412
685.3100681158563,685.3100681158563,60.0,45.0,10.0,low,1,train_waveforms_0025.npy,77,26181,1309,0.0545532368861321,0.0781460270721915
2311.793094842711,2311.793094842711,45.0,45.0,5.0,low,1,train_waveforms_0022.npy,93,23192,1159,0.0943086590395553,0.0730548432143435
1512.523690368294,1512.523690368294,20.0,90.0,10.0,high,1,train_waveforms_0005.npy,176,5898,294,1.5904416833823318,0.2286399890620096
1515.1282599628612,1515.1282599628612,20.0,30.0,10.0,severe,1,train_waveforms_0043.npy,203,45434,2271,3.6130120694028927,0.665773334116239
1313.545846838236,1313.545846838236,0.0,0.0,2.5,high,1,train_waveforms_0041.npy,1,42441,2122,0.4296110185963012,0.887677124478748
2939.8146881236457,2939.814688123646,35.0,0.0,5.0,medium,1,train_waveforms_0034.npy,120,35734,1786,0.109956898628211,0.2016177882713026
451.3572764084439,451.3572764084439,60.0,0.0,10.0,medium,1,train_waveforms_0040.npy,68,41577,2078,0.4567116165418542,0.2356505243341721
2358.639360330332,2358.639360330332,20.0,135.0,1.0,low,1,train_waveforms_0015.npy,86,15979,798,0.0805886878613286,0.017299704106721
458.2009278374647,458.2009278374647,20.0,45.0,5.0,clean,1,train_waveforms_0043.npy,192,45404,2270,0.0,0.0
2539.9429359490528,2539.9429359490528,20.0,90.0,10.0,high,1,train_waveforms_0046.npy,16,47888,2394,1.211889229798316,0.4881948347131988
2007.2387861773857,2007.2387861773848,35.0,135.0,2.5,low,1,train_waveforms_0003.npy,84,3512,175,0.0638264573763638,0.018480535619922
2499.577391306798,2499.577391306798,35.0,0.0,10.0,medium,1,train_waveforms_0040.npy,201,42261,2113,0.4738174834498195,0.1898399076129156
1653.5725857647867,1653.5725857647867,35.0,45.0,1.0,medium,1,train_waveforms_0010.npy,57,10473,523,0.2339603968572973,0.1128294482415056
2396.388287361049,2396.388287361049,35.0,45.0,5.0,severe,1,train_waveforms_0022.npy,12,22878,1143,2.949237879465626,0.8429996271796887
679.128702245326,679.128702245326,60.0,45.0,10.0,high,1,train_waveforms_0017.npy,12,17789,889,1.5955292225102644,0.407892731142809
1529.567556332404,1529.567556332404,35.0,90.0,1.0,medium,1,train_waveforms_0010.npy,20,10322,516,0.4917109554965917,0.2571050591775531
1054.8034000725245,1054.8034000725245,45.0,135.0,2.5,low,1,train_waveforms_0028.npy,147,29604,1480,0.0240494130671733,0.0581131852714817
2653.331047003807,2653.331047003807,0.0,135.0,1.0,high,1,train_waveforms_0044.npy,107,46091,2304,1.7522464156715645,0.3504025352015522
1792.4501321504938,1792.4501321504936,60.0,0.0,10.0,severe,1,train_waveforms_0014.npy,100,14963,748,2.75687480511612,1.831479605571797
735.7522174818679,735.7522174818678,20.0,90.0,1.0,high,1,train_waveforms_0032.npy,76,33387,1669,1.6212440172404454,0.3391185610187482
1880.72762120174,1880.72762120174,0.0,90.0,1.0,high,1,train_waveforms_0022.npy,218,23758,1187,0.813461025431284,0.8642384869330648
2957.9689618592706,2957.968961859271,0.0,90.0,10.0,high,1,train_waveforms_0003.npy,131,3711,185,0.9129490529077872,0.6486803629188804
682.6832817362213,682.6832817362213,45.0,0.0,2.5,medium,1,train_waveforms_0003.npy,118,3677,183,0.1131186562133166,0.2028782118396629
1318.4714407193107,1318.471440719311,0.0,90.0,10.0,severe,1,train_waveforms_0003.npy,126,3701,185,4.4208726799269895,1.5871659036845254
2911.402952696639,2911.402952696639,0.0,135.0,5.0,medium,1,train_waveforms_0042.npy,62,43738,2186,0.3678194461797431,0.0728139892189756
2065.2713214073888,2065.2713214073888,20.0,45.0,2.5,low,1,train_waveforms_0046.npy,64,48119,2405,0.1029607884962271,0.0533007660774677
923.376335845082,923.3763358450818,20.0,90.0,5.0,high,1,train_waveforms_0040.npy,194,42240,2112,1.456623852946961,0.7231879322205246
2017.1062631521263,2017.1062631521268,60.0,45.0,10.0,severe,1,train_waveforms_0013.npy,30,13593,679,4.134003529948407,1.470977058646727
582.3041827850609,582.3041827850609,20.0,0.0,10.0,medium,1,train_waveforms_0009.npy,133,9775,488,0.5640038333744043,0.2842417060149736
1333.8814288686217,1333.8814288686217,35.0,30.0,5.0,high,1,train_waveforms_0003.npy,220,4079,203,1.51757251477301,0.5186827454603955
1076.210289894895,1076.210289894895,20.0,135.0,2.5,low,1,train_waveforms_0011.npy,27,11436,571,0.0868813215963452,0.0455486708260673
2167.0039981863147,2167.003998186315,60.0,45.0,1.0,clean,1,train_waveforms_0015.npy,63,15882,794,0.0,0.0
2402.5779401587843,2402.5779401587843,60.0,45.0,2.5,medium,1,train_waveforms_0017.npy,191,18584,929,0.2568203128797445,0.236177232586363
1190.3431364401213,1190.3431364401213,20.0,135.0,1.0,low,1,train_waveforms_0004.npy,133,4776,238,0.0595703255226493,0.04447290831994
1168.6377058992862,1168.6377058992862,45.0,45.0,1.0,high,1,train_waveforms_0040.npy,103,41759,2087,1.045293906433721,0.8498185356509467
2715.7837030437813,2715.7837030437813,0.0,30.0,1.0,severe,1,train_waveforms_0023.npy,129,24387,1219,1.5887722877447878,0.720315232614904
1963.1463516428669,1963.146351642867,35.0,90.0,10.0,medium,1,train_waveforms_0032.npy,129,33589,1679,0.4580495606683168,0.1814958321122151
618.6334977718919,618.6334977718919,35.0,90.0,2.5,severe,1,train_waveforms_0005.npy,2,5215,260,4.23992821686951,2.133724530027975
1122.3423353452577,1122.3423353452577,60.0,135.0,1.0,high,1,train_waveforms_0044.npy,75,45964,2298,0.9984287449070728,0.8629739076824847
987.1944752313472,987.1944752313472,0.0,30.0,5.0,severe,1,train_waveforms_0042.npy,191,44253,2212,2.81391261710311,1.2372660547087757
1435.4932590662804,1435.4932590662804,0.0,90.0,5.0,high,1,train_waveforms_0009.npy,91,9615,480,1.3987509018546411,0.5761500267546749
849.1819934783618,849.1819934783618,35.0,90.0,10.0,clean,1,train_waveforms_0045.npy,200,47593,2379,0.0,0.0
1692.4270667731887,1692.4270667731885,0.0,30.0,5.0,medium,1,train_waveforms_0045.npy,75,47052,2352,0.5792074169763313,0.2087044612801129
2571.633558811891,2571.6335588118905,35.0,135.0,2.5,low,1,train_waveforms_0007.npy,112,7705,385,0.1145468448081692,0.0679285952439404
1242.204452772962,1242.204452772962,20.0,90.0,1.0,high,1,train_waveforms_0015.npy,229,16599,829,0.9536915718885652,0.7666632137306515
1066.7367170927134,1066.7367170927134,35.0,0.0,2.5,high,1,train_waveforms_0005.npy,192,5958,297,1.1634217091338623,0.5402548466290907
1848.6523384921968,1848.652338492197,35.0,45.0,1.0,medium,1,train_waveforms_0046.npy,107,48272,2413,0.2266419975293263,0.0520604659589555
2097.026140608549,2097.026140608549,60.0,45.0,2.5,clean,1,train_waveforms_0047.npy,99,49388,2469,0.0,0.0
2336.430946984802,2336.430946984802,60.0,90.0,2.5,clean,1,train_waveforms_0029.npy,56,30291,1514,0.0,0.0
1678.46829141066,1678.4682914106602,0.0,90.0,5.0,high,1,train_waveforms_0040.npy,117,41813,2090,1.400218390750323,0.8679648306448318
1115.7913128360335,1115.7913128360335,35.0,45.0,5.0,low,1,train_waveforms_0038.npy,92,39660,1983,0.0570605444256053,0.0238367437227855
1271.1047136234029,1271.1047136234029,60.0,45.0,1.0,low,1,train_waveforms_0024.npy,207,25697,1284,0.0560760613590729,0.030061903320437
1920.358628359088,1920.358628359088,35.0,0.0,2.5,low,1,train_waveforms_0024.npy,184,25558,1277,0.0711305309445527,0.0325666847259668
653.3830095064759,653.383009506476,0.0,90.0,5.0,low,1,train_waveforms_0035.npy,1,36218,1810,0.070673090030921,0.0625042805139728
2711.7659734109825,2711.7659734109825,60.0,30.0,2.5,low,1,train_waveforms_0020.npy,237,21836,1091,0.0369843422632297,0.0579747627767593
1762.5712402896115,1762.5712402896115,20.0,0.0,1.0,severe,1,train_waveforms_0040.npy,165,42052,2102,3.910725910775655,1.4336656791499722
2470.655288034848,2470.655288034848,20.0,0.0,5.0,low,1,train_waveforms_0037.npy,20,38447,1922,0.0742923991232584,0.0304010366102423
2014.3596518925297,2014.35965189253,60.0,0.0,1.0,medium,1,train_waveforms_0047.npy,96,49377,2468,0.4890499441834033,0.1970366511861773
1148.3016284380096,1148.3016284380096,20.0,45.0,2.5,medium,1,train_waveforms_0044.npy,247,46707,2335,0.5111157426862344,0.2150832250522852
1071.230821345177,1071.230821345177,45.0,45.0,1.0,severe,1,train_waveforms_0029.npy,121,30544,1527,2.182866706435269,1.637008580224824
2149.901397495889,2149.901397495889,45.0,0.0,5.0,medium,1,train_waveforms_0026.npy,17,27005,1350,0.1162291002212236,0.1975199561943205
